no;nr;year;agric;black;bus;construc;ent;exper;fin;hisp;poorhlth;hours;manuf;married;min;nrthcen;nrtheast;occ1;occ2;occ3;occ4;occ5;occ6;occ7;occ8;occ9;per;pro;pub;rur;south;educ;tra;trad;union;lwage;d81;d82;d83;d84;d85;d86;d87;expersq;diff_lwage;diff_union
383;891;1986;0;0;0;0;0;8;0;0;0;3310;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;0;1;1;1.887449741;0;0;0;0;0;1;0;64;-0.191748619;0
384;891;1987;0;0;0;0;0;9;0;0;0;3640;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.8094275;0;0;0;0;0;0;1;81;-0.078022242;-1
385;908;1980;0;0;0;0;1;2;0;0;0;576;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;0;1;0.997580647;0;0;0;0;0;0;0;4;NA;NA
386;908;1981;0;0;0;0;1;3;0;0;0;1016;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;0;1;0.230986729;1;0;0;0;0;0;0;9;-0.766593918;0
387;908;1982;0;0;0;0;1;4;0;0;0;976;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;0;1;0.432260931;0;1;0;0;0;0;0;16;0.201274201;0
388;908;1983;0;0;0;0;1;5;0;0;0;496;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;0;1;0.974155307;0;0;1;0;0;0;0;25;0.541894376;0
389;908;1984;0;0;0;0;1;6;0;0;0;1676;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;0;1;0.512209892;0;0;0;1;0;0;0;36;-0.461945415;0
390;908;1985;0;0;0;0;1;7;0;0;1;2434;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0.94843632;0;0;0;0;1;0;0;49;0.436226428;-1
391;908;1986;1;0;0;0;0;8;0;0;0;2020;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;1.282688141;0;0;0;0;0;1;0;64;0.334251821;0
392;908;1987;1;0;0;0;0;9;0;0;0;1927;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;1.377866626;0;0;0;0;0;0;1;81;0.095178485;0
393;910;1980;0;1;0;1;0;2;0;0;0;2080;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;0;0;0;1.865393281;0;0;0;0;0;0;0;4;NA;NA
394;910;1981;0;1;0;1;0;3;0;0;0;1420;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2.134249687;1;0;0;0;0;0;0;9;0.268856406;0
395;910;1982;0;1;0;0;0;4;0;0;0;2310;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.040896535;0;1;0;0;0;0;0;16;-1.093353152;0
396;910;1983;0;1;0;1;0;5;0;0;0;3008;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.761967659;0;0;1;0;0;0;0;25;0.721071124;0
397;910;1984;0;1;0;1;0;6;0;0;0;2360;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.919158101;0;0;0;1;0;0;0;36;0.157190442;0
398;910;1985;0;1;0;1;0;7;0;0;0;2475;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2.257065535;0;0;0;0;1;0;0;49;0.337907434;0
399;910;1986;0;1;0;1;0;8;0;0;0;2404;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2.111953735;0;0;0;0;0;1;0;64;-0.145111799;0
400;910;1987;0;1;0;1;0;9;0;0;0;2928;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.892331481;0;0;0;0;0;0;1;81;-0.219622254;0
401;916;1980;0;0;0;0;0;2;0;0;0;1120;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;0;0;0;1.175440669;0;0;0;0;0;0;0;4;NA;NA
402;916;1981;0;0;0;0;0;3;0;0;0;585;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;0;0;0;1.411612153;1;0;0;0;0;0;0;9;0.236171484;0
403;916;1982;0;0;0;0;0;4;0;0;0;1515;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;0;0;0;1.615795016;0;1;0;0;0;0;0;16;0.204182863;0
404;916;1983;0;0;0;0;0;5;0;0;0;2080;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;13;0;0;0;1.688940644;0;0;1;0;0;0;0;25;0.073145628;0
405;916;1984;0;0;0;0;0;6;0;0;0;2080;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;1.961550236;0;0;0;1;0;0;0;36;0.272609591;0
406;916;1985;0;0;0;0;0;7;0;0;0;2400;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;1.910542965;0;0;0;0;1;0;0;49;-0.051007271;0
407;916;1986;0;0;0;0;0;8;0;0;0;2200;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2.018308878;0;0;0;0;0;1;0;64;0.107765913;0
408;916;1987;0;0;0;0;0;9;0;0;0;2080;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;2.282292366;0;0;0;0;0;0;1;81;0.263983488;0
409;919;1980;0;0;1;0;0;3;0;0;0;1236;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;1.568009496;0;0;0;0;0;0;0;9;NA;NA
410;919;1981;0;0;0;0;0;4;0;0;0;2080;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;12;0;0;1;1.395863771;1;0;0;0;0;0;0;16;-0.172145724;1
411;919;1982;0;0;0;0;0;5;0;0;0;2080;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;12;0;0;1;1.380348444;0;1;0;0;0;0;0;25;-0.015515327;0
412;919;1983;0;0;0;0;0;6;0;0;0;2080;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;12;0;0;1;1.494423389;0;0;1;0;0;0;0;36;0.114074945;0
413;919;1984;0;0;0;0;0;7;0;0;0;2080;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;12;0;0;1;1.394864321;0;0;0;1;0;0;0;49;-0.099559069;0
414;919;1985;0;0;0;0;0;8;0;0;0;2080;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;12;0;0;1;1.44053936;0;0;0;0;1;0;0;64;0.045675039;0
415;919;1986;0;0;0;0;0;9;0;0;0;2080;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;12;0;0;1;1.596362472;0;0;0;0;0;1;0;81;0.155823112;0
416;919;1987;0;0;0;0;0;10;0;0;0;2080;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;12;0;0;1;1.619916916;0;0;0;0;0;0;1;100;0.023554444;0
417;922;1980;0;0;0;0;0;2;0;0;0;1604;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.602506399;0;0;0;0;0;0;0;4;NA;NA
418;922;1981;0;0;0;0;0;3;0;0;0;2300;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;0;1;0;2.034989834;1;0;0;0;0;0;0;9;0.432483435;0
419;922;1982;0;0;0;0;0;4;0;0;0;2084;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;0;0;2.238628387;0;1;0;0;0;0;0;16;0.203638554;0
420;922;1983;0;0;0;0;0;5;0;0;0;2066;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;2.217671394;0;0;1;0;0;0;0;25;-0.020956993;0
421;922;1984;0;0;0;0;0;6;0;0;0;2540;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;2.447831154;0;0;0;1;0;0;0;36;0.23015976;0
422;922;1985;0;0;0;0;0;7;0;0;0;2600;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;2.603690147;0;0;0;0;1;0;0;49;0.155858994;0
423;922;1986;0;0;0;0;0;8;0;0;0;3140;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;2.355690479;0;0;0;0;0;1;0;64;-0.247999668;0
424;922;1987;0;0;0;0;0;9;0;0;0;3575;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;1;0;2.186982155;0;0;0;0;0;0;1;81;-0.168708324;0
425;924;1980;0;0;0;0;0;1;0;0;0;248;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;11;0;0;0;0.85355854;0;0;0;0;0;0;0;1;NA;NA
426;924;1981;0;0;0;0;0;2;0;0;0;970;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;11;0;0;0;0.892167032;1;0;0;0;0;0;0;4;0.038608491;0
427;924;1982;0;0;0;0;0;3;0;0;0;1189;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;11;0;0;0;0.85004127;0;1;0;0;0;0;0;9;-0.042125762;0
428;924;1983;0;0;0;0;0;4;0;0;0;2136;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;11;0;0;0;0.590937734;0;0;1;0;0;0;0;16;-0.259103537;0
429;924;1984;0;0;0;0;0;5;1;0;0;2520;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1.202973247;0;0;0;1;0;0;0;25;0.612035513;0
430;924;1985;0;0;0;0;0;6;1;0;0;2284;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1.554618359;0;0;0;0;1;0;0;36;0.351645112;0
431;924;1986;0;0;0;0;0;7;1;0;0;2294;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1.802115798;0;0;0;0;0;1;0;49;0.247497439;0
432;924;1987;0;0;0;0;0;8;1;0;0;2332;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1.697930336;0;0;0;0;0;0;1;64;-0.104185462;0
433;925;1980;0;0;0;0;0;2;0;0;0;2040;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;2.135246992;0;0;0;0;0;0;0;4;NA;NA
434;925;1981;0;0;0;0;0;3;0;0;0;2080;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;2.222542286;1;0;0;0;0;0;0;9;0.087295294;0
435;925;1982;0;0;0;0;0;4;0;0;0;2310;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;2.135670185;0;1;0;0;0;0;0;16;-0.086872101;0
436;925;1983;0;0;0;0;1;5;0;0;0;2340;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;2.236235619;0;0;1;0;0;0;0;25;0.100565434;0
437;925;1984;0;0;0;0;0;6;0;0;0;2340;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;2.347522736;0;0;0;1;0;0;0;36;0.111287117;0
438;925;1985;0;0;0;0;0;7;0;0;0;2175;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;2.414448261;0;0;0;0;1;0;0;49;0.066925526;0
439;925;1986;0;0;0;0;0;8;0;0;0;2080;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0.049444925;0;0;0;0;0;1;0;64;-2.365003336;0
440;925;1987;0;0;0;0;0;9;0;0;0;2080;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;2.623219013;0;0;0;0;0;0;1;81;2.573774088;0
441;944;1980;0;0;0;0;0;2;0;0;0;702;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0.819390893;0;0;0;0;0;0;0;4;NA;NA
442;944;1981;0;0;0;0;0;3;0;0;0;1535;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0.589594662;1;0;0;0;0;0;0;9;-0.229796231;0
443;944;1982;0;0;0;0;0;4;0;0;0;2040;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;1.399766564;0;1;0;0;0;0;0;16;0.810171902;0
444;944;1983;0;0;0;0;0;5;0;0;0;2080;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;1.555510998;0;0;1;0;0;0;0;25;0.155744433;0
445;944;1984;0;0;0;0;0;6;0;0;0;2080;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;1.618007898;0;0;0;1;0;0;0;36;0.062496901;0
446;944;1985;0;0;0;0;0;7;0;0;0;1624;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;1.607972264;0;0;0;0;1;0;0;49;-0.010035634;0
447;944;1986;0;0;0;0;0;8;0;0;0;1456;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;1.61009264;0;0;0;0;0;1;0;64;0.002120376;0
448;944;1987;0;0;0;0;0;9;0;0;0;2308;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;1.197449684;0;0;0;0;0;0;1;81;-0.412642956;0
449;945;1980;0;0;0;0;0;1;0;0;0;1721;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;14;0;1;0;1.039624929;0;0;0;0;0;0;0;1;NA;NA
450;945;1981;0;0;0;0;0;2;1;0;0;2300;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1.359861135;1;0;0;0;0;0;0;4;0.320236206;0
451;945;1982;0;0;0;0;0;3;1;0;0;2558;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1.260501981;0;1;0;0;0;0;0;9;-0.099359155;0
452;945;1983;0;0;0;0;0;4;1;0;0;2528;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1.322710156;0;0;1;0;0;0;0;16;0.062208176;0
453;945;1984;0;0;0;0;0;5;1;0;0;2006;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1.718771577;0;0;0;1;0;0;0;25;0.39606142;0
454;945;1985;0;0;0;0;0;6;0;0;1;3827;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;14;0;0;0;1.310399175;0;0;0;0;1;0;0;36;-0.408372402;0
455;945;1986;0;0;0;0;0;7;0;0;0;3406;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;14;0;0;0;1.411624789;0;0;0;0;0;1;0;49;0.101225615;0
456;945;1987;0;0;0;0;0;8;0;0;0;3185;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;14;0;0;0;1.386204362;0;0;0;0;0;0;1;64;-0.025420427;0
457;947;1980;0;0;0;0;0;3;0;0;0;2080;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;0;0;1;2.236456871;0;0;0;0;0;0;0;9;NA;NA
458;947;1981;0;0;1;0;0;4;0;0;0;2080;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;1;2.37669301;1;0;0;0;0;0;0;16;0.140236139;0
459;947;1982;0;0;0;0;0;5;0;0;0;2074;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;1;2.386539221;0;1;0;0;0;0;0;25;0.00984621;0
460;947;1983;0;0;1;0;0;6;0;0;0;2488;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2.384628057;0;0;1;0;0;0;0;36;-0.001911163;-1
461;947;1984;0;0;1;0;0;7;0;0;0;2410;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2.400285006;0;0;0;1;0;0;0;49;0.015656948;0
462;947;1985;0;0;1;0;0;8;0;0;0;2340;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;0;0;0;2.471379042;0;0;0;0;1;0;0;64;0.071094036;0
463;947;1986;0;0;1;0;0;9;0;0;0;2340;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2.264099836;0;0;0;0;0;1;0;81;-0.207279205;0
464;947;1987;0;0;1;0;0;10;0;0;0;2340;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2.282292366;0;0;0;0;0;0;1;100;0.01819253;0
465;955;1980;0;0;0;0;0;4;0;0;0;2120;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;1;2.070805311;0;0;0;0;0;0;0;16;NA;NA
466;955;1981;0;0;1;0;0;5;0;0;0;2080;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;1;1.988927484;1;0;0;0;0;0;0;25;-0.081877828;0
467;955;1982;0;0;0;0;0;6;0;0;0;2080;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;1;1.978185415;0;1;0;0;0;0;0;36;-0.010742068;0
468;955;1983;0;0;0;0;0;7;0;0;0;2080;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;12;0;0;1;2.088315487;0;0;1;0;0;0;0;49;0.110130072;0
469;955;1984;0;0;0;0;0;8;0;0;0;2080;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;0;1;2.128833532;0;0;0;1;0;0;0;64;0.040518045;0
470;955;1985;0;0;0;0;0;9;0;0;0;2080;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;0;1;2.207794428;0;0;0;0;1;0;0;81;0.078960896;0
471;955;1986;0;0;0;0;0;10;0;0;0;1560;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;1;2.475409031;0;0;0;0;0;1;0;100;0.267614603;0
472;955;1987;0;0;0;0;0;11;0;0;0;2080;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;1;2.217753887;0;0;0;0;0;0;1;121;-0.257655144;0
473;965;1980;0;0;0;0;0;5;0;0;0;2080;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.417540312;0;0;0;0;0;0;0;25;NA;NA
474;965;1981;0;0;0;0;0;6;0;0;0;2080;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.478101969;1;0;0;0;0;0;0;36;0.060561657;0
475;965;1982;0;0;0;0;0;7;0;0;0;2080;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.384883642;0;1;0;0;0;0;0;49;-0.093218327;0
476;965;1983;0;0;0;0;0;8;0;0;0;2080;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;0;1;0;1.517770767;0;0;1;0;0;0;0;64;0.132887125;0
477;965;1984;0;0;0;0;0;9;0;0;0;2080;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;0;1;0;1.427654147;0;0;0;1;0;0;0;81;-0.09011662;0
478;965;1985;0;0;0;0;0;10;0;0;0;2080;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.44053936;0;0;0;0;1;0;0;100;0.012885213;0
479;965;1986;0;0;0;0;0;11;0;0;0;2080;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.420471787;0;0;0;0;0;1;0;121;-0.020067573;0
480;965;1987;0;0;0;0;0;12;0;0;0;2080;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.381505847;0;0;0;0;0;0;1;144;-0.03896594;0
481;996;1980;0;0;0;0;0;2;0;0;0;3728;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;11;0;1;0;1.557642698;0;0;0;0;0;0;0;4;NA;NA
482;996;1981;0;0;0;0;0;3;0;0;0;3270;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;0;1;0;1.482438207;1;0;0;0;0;0;0;9;-0.075204492;0
483;996;1982;0;0;0;0;0;4;0;0;0;2600;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11;0;1;0;1.244216204;0;1;0;0;0;0;0;16;-0.238222003;0
484;996;1983;0;0;1;0;0;5;0;0;0;2840;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;11;0;0;0;0.720826745;0;0;1;0;0;0;0;25;-0.523389459;0
485;996;1984;0;0;1;0;0;6;0;0;0;3120;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;11;0;0;0;0.807077646;0;0;0;1;0;0;0;36;0.086250901;0
486;996;1985;0;0;1;0;0;7;0;0;0;3560;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0.823104024;0;0;0;0;1;0;0;49;0.016026378;0
487;996;1986;0;0;1;0;0;8;0;0;0;2840;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;11;0;0;0;1.109035611;0;0;0;0;0;1;0;64;0.285931587;0
488;996;1987;0;0;1;0;0;9;0;0;0;2716;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11;0;0;0;2.238643646;0;0;0;0;0;0;1;81;1.129608035;0
489;1007;1980;0;0;1;0;0;4;0;0;0;2080;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;1.447999597;0;0;0;0;0;0;0;16;NA;NA
490;1007;1981;0;0;0;0;0;5;0;0;0;2080;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1.7525388;1;0;0;0;0;0;0;25;0.304539204;0
491;1007;1982;0;0;0;0;0;6;0;0;0;2080;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;1;0;1.547402501;0;1;0;0;0;0;0;36;-0.205136299;0
492;1007;1983;0;0;1;0;0;7;0;0;0;2080;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;2.043863773;0;0;1;0;0;0;0;49;0.496461272;0
493;1007;1984;0;0;0;0;0;8;0;0;0;2154;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;2.152143717;0;0;0;1;0;0;0;64;0.108279943;0
494;1007;1985;0;0;0;0;0;9;0;0;0;2100;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;1;0;2.267217875;0;0;0;0;1;0;0;81;0.115074158;0
495;1007;1986;0;0;0;0;0;10;0;0;0;2080;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;2.747342825;0;0;0;0;0;1;0;100;0.48012495;0
496;1007;1987;0;0;0;0;0;11;0;0;0;2420;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;2.577179909;0;0;0;0;0;0;1;121;-0.170162916;0
497;1054;1980;0;0;0;0;0;3;0;0;0;3430;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;10;0;0;0;0.724663675;0;0;0;0;0;0;0;9;NA;NA
498;1054;1981;0;0;0;0;0;4;0;0;0;1995;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;1;0;1.794262648;1;0;0;0;0;0;0;16;1.069598973;0
499;1054;1982;0;0;0;0;0;5;0;0;0;1882;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0;1;0;1.161927581;0;1;0;0;0;0;0;25;-0.632335067;0
500;1054;1983;0;0;0;0;0;6;0;0;0;2035;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;10;0;0;0;1.459600091;0;0;1;0;0;0;0;36;0.29767251;0
501;1054;1984;1;0;0;0;0;7;0;0;0;2501;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;1.028219938;0;0;0;1;0;0;0;49;-0.431380153;0
502;1054;1985;1;0;0;0;0;8;0;0;0;3120;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;0;0;1.303338289;0;0;0;0;1;0;0;64;0.275118351;0
503;1054;1986;1;0;0;0;0;9;0;0;0;2544;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;1.649884939;0;0;0;0;0;1;0;81;0.34654665;0
504;1054;1987;1;0;0;0;0;10;0;0;0;1720;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;0;1;1.309185147;0;0;0;0;0;0;1;100;-0.340699792;1
505;1064;1980;0;0;0;0;0;4;0;0;1;2530;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;12;1;0;0;1.903118253;0;0;0;0;0;0;0;16;NA;NA
506;1064;1981;0;0;0;0;0;5;0;0;1;2224;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;1;0;0;2.021070957;1;0;0;0;0;0;0;25;0.117952704;0
507;1064;1982;1;0;0;0;0;6;0;0;1;2090;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1.895427704;0;1;0;0;0;0;0;36;-0.125643253;0
508;1064;1983;0;0;0;0;0;7;0;0;0;2080;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;1;0;0;2.122506857;0;0;1;0;0;0;0;49;0.227079153;0
509;1064;1984;0;0;0;0;0;8;0;0;0;2080;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;0;0;1.880372167;0;0;0;1;0;0;0;64;-0.24213469;0
510;1064;1985;0;0;0;0;0;9;0;0;0;2080;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.992477417;0;0;0;0;1;0;0;81;0.11210525;0
511;1064;1986;0;0;0;0;0;10;0;0;0;2420;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.964025378;0;0;0;0;0;1;0;100;-0.028452039;0
512;1064;1987;0;0;0;0;0;11;0;0;0;2220;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;1;0;0;1.929471016;0;0;0;0;0;0;1;121;-0.034554362;0
513;1081;1980;0;0;0;0;0;2;1;0;0;1118;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;10;0;0;0;1.08799684;0;0;0;0;0;0;0;4;NA;NA
514;1081;1981;0;0;0;1;0;3;0;0;0;1147;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;10;0;0;0;1.249144554;1;0;0;0;0;0;0;9;0.161147714;0
